Anzahl Random;Number of Records;Geschlecht (group);Befragungsjahr;Schultyp;Alter;Geschlecht;GefallenSchule;AendernSchule;Lieblingsfach;Berufswunsch ;SorgenSchule;SorgenAusbildung;SorgenFamilie;Rassismus
1;1;Maennlich;2009;Gymnasium;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Franz_sisch;keine Angabe;Nein;Nein;Nein;Eher stark
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;kein Franz_sisch mehr;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Eher stark
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;mehr Sport;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Eher stark
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;l_ngere Pausen;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Schule;Englisch;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Eher gut;Mensa;Franz_sisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Lehrer erneuern/ wechseln;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;l_ngere Pausen;Englisch;keine Angabe;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;Kultur;Nein;Nein;Ja;Eher stark
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;l_ngere Pausen;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;11 bis 14 Jahre;Weiblich;Sehr gut;l_ngere Pausen;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Gar nicht gut;alles;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;mehr Sport;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Lehrer erneuern/ wechseln;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;l_ngere Pausen;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;gewisse Schulf_cher;Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;gewisse Schulf_cher;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Pausenplatz;Musik;Kultur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Englisch;keine Angabe;Ja;Nein;Ja;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Mathematik;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Keine Angabe;gewisse Schulf_cher;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;Gesundheit;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Keine Angaben;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Mensa;Sport;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;Lehrer erneuern/ wechseln;Deutsch;keine Angabe;Ja;Nein;Nein;Eher stark
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Franz_sisch;keine Angabe;Ja;Nein;Ja;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Rauchproblem;Deutsch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;gewisse Schulf_cher;Sport;keine Angabe;Nein;Nein;Ja;Eher stark
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Rauchproblem;Deutsch;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Keine Angaben;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;mehr Sport;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Deutsch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Ein anderes Fach;Gesundheit;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Hitzefrei;Englisch;keine Angabe;Ja;Ja;Nein;Eher stark
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;Planung, Konstruktion;Nein;Ja;Nein;Sehr stark
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher gut;Hitzefrei;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher nicht gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;anderes;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Maennlich;2009;Gymnasium;> 18 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Leistungsdruck verringern;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;> 18 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Ein anderes Fach;Gestaltung, Kunst;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;Lehrer erneuern/ wechseln;Musik;Gastgewerbe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;anderes;Ein anderes Fach;Wirtschaft, Verwaltung;Ja;Ja;Ja;Sehr stark
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;l_ngere Pausen;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Keine Angabe
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Sehr gut;Hitzefrei;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;nicht so streng;Mathematik;Gestaltung, Kunst;Ja;Nein;Nein;Eher stark
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Mathematik;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;schneller;Ein anderes Fach;Gestaltung, Kunst;Nein;Nein;Ja;Eher stark
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;anderes;Ein anderes Fach;Gesundheit;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;Mittagspause verl_ngern;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Mensa;Sport;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;eigenes Klassenzimmer;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher nicht gut;gewisse Schulf_cher;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mensa;Sport;keine Angabe;Nein;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Gymnasium;15 bis 17 Jahre;Weiblich;Eher gut;Mittagspause verl_ngern;Mathematik;Schšnheit, Sport;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher nicht gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2009;Gymnasium;15 bis 17 Jahre;Maennlich;Eher gut;Mensa;Mathematik;Bildung, Soziales;Ja;Nein;Nein;Eher stark
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Gar nicht gut;Schulzeiten/ Stundenplan;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Pausenplatz;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Keine Angabe;weniger Tests/besser verteilt;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Klassenklima/ Umgang in Klasse;Deutsch;keine Angabe;Nein;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;l_ngere Pausen;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;l_ngere Pausen;Ein anderes Fach;Kultur;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;mehr Zusatzangebote;Musik;Verkehr, Logistik;Ja;Ja;Ja;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Klassenklima/ Umgang in Klasse;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;farbigere Schule;Ein anderes Fach;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;farbigere Schule;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Deutsch;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Ausl_nder/Integration;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Mathematik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Orientierungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Mensa;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Orientierungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Planung, Konstruktion;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Keine Angabe;Keine Angaben;Keine Angabe;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;schneller;Ein anderes Fach;Natur;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Englisch;keine Angabe;Nein;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;anderes;Sport;Verkehr, Logistik;Ja;Ja;Ja;Eher nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;Keine Angaben;Sport;Wirtschaft, Verwaltung;Ja;Ja;Ja;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;nichts;Mathematik;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Schulzeiten/ Stundenplan;Sport;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;weniger Tests/besser verteilt;Mathematik;Schšnheit, Sport;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Ja;Nein;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Deutsch;Verkehr, Logistik;Ja;Ja;Nein;Keine Angabe
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Englisch;keine Angabe;Ja;Nein;Ja;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Ja;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Deutsch;Bildung, Soziales;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Keine Angaben;Franz_sisch;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;weniger Hausaufgaben;Franz_sisch;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;Organisation/ System verbessern;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;weniger Schule;Deutsch;Wirtschaft, Verwaltung;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;weniger Tests/besser verteilt;Sport;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Sehr gut;Keine Angaben;Ein anderes Fach;keine Angabe;Nein;Ja;Nein;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Ein anderes Fach;Natur;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Keine Angabe;Keine Angaben;Keine Angabe;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;Gesundheit;Ja;Nein;Ja;Eher nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Leistungsdruck verringern;Mathematik;Verkauf;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;weniger Schule;Ein anderes Fach;keine Angabe;Nein;Nein;Ja;Eher nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Musik;Metall, Maschinen;Nein;Nein;Ja;Eher stark
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;> 18 Jahre;Weiblich;Eher nicht gut;Hitzefrei;Sport;keine Angabe;Ja;Nein;Ja;Überhaupt nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Ein anderes Fach;GebŠudetechnik;Nein;Ja;Nein;Eher stark
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher nicht gut;Rauchproblem;Ein anderes Fach;keine Angabe;Ja;Ja;Ja;Sehr stark
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher nicht gut;Hitzefrei;Ein anderes Fach;Gesundheit;Ja;Nein;Ja;Sehr stark
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Eher gut;Rauchproblem;Ein anderes Fach;Gesundheit;Nein;Nein;Ja;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Eher gut;Lehrer erneuern/ wechseln;Ein anderes Fach;keine Angabe;Ja;Nein;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Keine Angabe;Bildung, Soziales;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;Keine Angaben;Franz_sisch;Planung, Konstruktion;Ja;Nein;Nein;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Eher gut;l_ngere Pausen;Ein anderes Fach;Wirtschaft, Verwaltung;Gefiltert;Gefiltert;Gefiltert;Keine Angabe
1;1;Weiblich;2009;Weiterbildungsschule;11 bis 14 Jahre;Weiblich;Eher gut;weniger Tests/besser verteilt;Deutsch;Planung, Konstruktion;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Eher gut;Schulzeiten/ Stundenplan;Musik;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Überhaupt nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Eher gut;Hitzefrei;Deutsch;Verkehr, Logistik;Nein;Ja;Nein;Überhaupt nicht
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;weniger Tests/besser verteilt;Sport;Planung, Konstruktion;Ja;Ja;Nein;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;11 bis 14 Jahre;Maennlich;Eher gut;farbigere Schule;Mathematik;Wirtschaft, Verwaltung;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Weiterbildungsschule;15 bis 17 Jahre;Weiblich;Sehr gut;Lehrer erneuern/ wechseln;Keine Angabe;keine Angabe;Nein;Ja;Nein;Sehr stark
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Eher gut;Leistungsdruck verringern;Deutsch;keine Angabe;Ja;Nein;Nein;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Gar nicht gut;weniger Tests/besser verteilt;Deutsch;Gesundheit;Nein;Ja;Ja;Eher stark
1;1;Maennlich;2009;Weiterbildungsschule;15 bis 17 Jahre;Maennlich;Eher gut;gewisse Schulf_cher;Deutsch;keine Angabe;Nein;Ja;Ja;Sehr stark
1;1;Maennlich;2009;Andere Schule;15 bis 17 Jahre;Maennlich;Sehr gut;kein Franz_sisch mehr;Englisch;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher nicht
1;1;Maennlich;2009;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Hitzefrei;Sport;keine Angabe;Gefiltert;Gefiltert;Gefiltert;Eher stark
1;1;Maennlich;2009;Andere Schule;> 18 Jahre;Maennlich;Eher gut;Keine Angaben;Ein anderes Fach;Planung, Konstruktion;Gefiltert;Gefiltert;Gefiltert;Sehr stark
1;1;Maennlich;2009;Andere Schule;15 bis 17 Jahre;Maennlich;Eher gut;Hitzefrei;Sport;keine Angabe;Ja;Ja;Nein;Eher nicht
1;1;Weiblich;2009;Andere Schule;15 bis 17 Jahre;Weiblich;Sehr gut;Keine Angaben;Franz_sisch;Kultur;Ja;Ja;Nein;Überhaupt nicht
